datetime	open	high	low	close
2018-03-08 09:00:00	524.500000	524.500000	523.500000	524.000000
2018-03-08 09:01:00	524.000000	524.500000	524.000000	524.500000
2018-03-08 09:02:00	524.500000	525.000000	524.000000	524.500000
2018-03-08 09:03:00	524.500000	524.500000	524.000000	524.000000
2018-03-08 09:04:00	524.000000	524.500000	524.000000	524.000000
2018-03-08 09:05:00	524.000000	524.000000	523.500000	523.500000
2018-03-08 09:06:00	524.000000	524.500000	523.500000	524.000000
2018-03-08 09:07:00	524.000000	524.500000	524.000000	524.000000
2018-03-08 09:08:00	524.000000	524.500000	524.000000	524.000000
2018-03-08 09:09:00	524.000000	524.500000	524.000000	524.000000
2018-03-08 09:10:00	524.000000	524.500000	523.500000	523.500000
2018-03-08 09:11:00	524.000000	524.000000	523.500000	523.500000
2018-03-08 09:12:00	523.500000	524.000000	522.500000	522.500000
2018-03-08 09:13:00	522.500000	523.000000	522.500000	522.500000
2018-03-08 09:14:00	523.000000	523.000000	522.000000	522.500000
2018-03-08 09:15:00	522.500000	522.500000	522.000000	522.500000
2018-03-08 09:16:00	522.500000	522.500000	522.500000	522.500000
2018-03-08 09:17:00	522.500000	522.500000	522.000000	522.000000
2018-03-08 09:18:00	522.500000	522.500000	522.000000	522.500000
2018-03-08 09:19:00	522.500000	522.500000	522.000000	522.500000
2018-03-08 09:20:00	522.500000	523.000000	522.000000	523.000000
2018-03-08 09:21:00	523.000000	524.500000	522.500000	524.500000
2018-03-08 09:22:00	524.500000	524.500000	524.000000	524.500000
2018-03-08 09:23:00	524.000000	524.500000	524.000000	524.000000
2018-03-08 09:24:00	524.500000	524.500000	523.500000	524.500000
2018-03-08 09:25:00	523.500000	524.000000	523.500000	523.500000
2018-03-08 09:26:00	523.500000	524.500000	523.500000	524.000000
2018-03-08 09:27:00	523.500000	524.500000	523.500000	524.500000
2018-03-08 09:28:00	524.000000	524.500000	523.500000	524.000000
2018-03-08 09:29:00	524.000000	524.000000	523.500000	524.000000
2018-03-08 09:30:00	524.000000	524.000000	523.500000	523.500000
2018-03-08 09:31:00	523.500000	524.000000	523.500000	523.500000
2018-03-08 09:32:00	524.000000	524.000000	523.500000	523.500000
2018-03-08 09:33:00	524.000000	524.000000	523.500000	523.500000
2018-03-08 09:34:00	523.500000	524.000000	523.500000	524.000000
2018-03-08 09:35:00	523.500000	524.000000	523.500000	524.000000
2018-03-08 09:36:00	524.000000	524.000000	524.000000	524.000000
2018-03-08 09:37:00	524.000000	524.000000	523.500000	524.000000
2018-03-08 09:38:00	523.500000	524.000000	523.500000	524.000000
2018-03-08 09:39:00	524.000000	524.000000	524.000000	524.000000
2018-03-08 09:40:00	524.000000	524.500000	524.000000	524.500000
2018-03-08 09:41:00	525.000000	525.000000	524.500000	524.500000
2018-03-08 09:42:00	524.500000	524.500000	524.500000	524.500000
2018-03-08 09:43:00	525.000000	525.000000	524.500000	524.500000
2018-03-08 09:44:00	524.500000	525.000000	524.500000	524.500000
2018-03-08 09:45:00	524.500000	525.000000	524.500000	524.500000
2018-03-08 09:46:00	524.500000	525.000000	524.500000	525.000000
2018-03-08 09:47:00	524.500000	525.000000	524.500000	524.500000
2018-03-08 09:48:00	524.500000	524.500000	524.500000	524.500000
2018-03-08 09:49:00	524.500000	524.500000	524.500000	524.500000
2018-03-08 09:50:00	525.000000	525.500000	524.500000	525.500000
2018-03-08 09:51:00	525.500000	525.500000	525.000000	525.000000
2018-03-08 09:52:00	525.000000	525.000000	524.500000	524.500000
2018-03-08 09:53:00	525.000000	525.000000	524.500000	525.000000
2018-03-08 09:54:00	524.500000	524.500000	524.500000	524.500000
2018-03-08 09:55:00	524.500000	524.500000	524.500000	524.500000
2018-03-08 09:56:00	524.500000	525.000000	524.500000	524.500000
2018-03-08 09:57:00	524.500000	525.000000	524.500000	525.000000
2018-03-08 09:58:00	525.000000	525.000000	524.500000	525.000000
2018-03-08 09:59:00	525.000000	525.000000	525.000000	525.000000
2018-03-08 10:00:00	524.500000	525.000000	524.000000	524.500000
2018-03-08 10:01:00	524.500000	524.500000	524.500000	524.500000
2018-03-08 10:02:00	524.500000	524.500000	524.000000	524.500000
2018-03-08 10:03:00	524.500000	525.000000	524.000000	524.500000
2018-03-08 10:04:00	524.500000	524.500000	524.500000	524.500000
2018-03-08 10:05:00	524.500000	524.500000	524.500000	524.500000
2018-03-08 10:06:00	524.000000	524.500000	524.000000	524.500000
2018-03-08 10:07:00	524.500000	524.500000	524.000000	524.000000
2018-03-08 10:08:00	524.000000	524.500000	524.000000	524.500000
2018-03-08 10:09:00	524.500000	525.000000	524.000000	524.500000
2018-03-08 10:10:00	524.500000	524.500000	524.500000	524.500000
2018-03-08 10:11:00	524.500000	524.500000	524.000000	524.000000
2018-03-08 10:12:00	524.000000	524.500000	524.000000	524.000000
2018-03-08 10:13:00	524.000000	525.000000	524.000000	524.500000
2018-03-08 10:14:00	525.000000	525.000000	524.500000	524.500000
2018-03-08 10:30:00	525.000000	525.500000	525.000000	525.500000
2018-03-08 10:31:00	525.500000	525.500000	525.500000	525.500000
2018-03-08 10:32:00	526.000000	526.000000	525.500000	525.500000
2018-03-08 10:33:00	525.500000	526.000000	525.500000	526.000000
2018-03-08 10:34:00	525.500000	526.000000	525.500000	525.500000
